uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
RJ,30.590.335/0001-78,08.906-0,2º tabelionato de notas e ofício do registros de imóveis,Cabo Frio,28907010,"",1886-07-10,notas;registro de imóveis,1º distrito de cabo frio registro de imóveis,cabo frio
RJ,"",08.991-2,"cartório distribuidor, contador e partidor",Cabo Frio,28908090,"",1995-06-20,contador;distribuidor;distribuidor extrajudicial;partidor,município de cabo frio,cabo frio
RJ,30.590.483/0001-92,08.944-1,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º distrito,Cabo Frio,28927000,"",1896-11-10,casamentos;nascimentos;notas;óbitos,2º distrito de cabo frio;tamoios,cabo frio
RJ,31.838.626/0001-03,09.279-1,ofício de registro civil das pessoas naturais - 1º distrito,Cachoeiras de Macacu,28680000,"",1895-03-01,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de cachoeiras de macacu,cachoeiras de macacu
RJ,30.591.069/0001-06,08.873-2,1º tabelionato de notas e ofício de registro de imóveis,Cachoeiras de Macacu,28680000,"",1927-01-28,notas;registro de imóveis,rgi 1º e 3º distrito,cachoeiras de macacu
RJ,30.591.051/0001-04,09.041-5,"2º tabelionato de notas, protesto e registros públicos",Cachoeiras de Macacu,28680000,"",1892-06-16,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cachoeiras de macacu,cachoeiras de macacu
RJ,02.948.350/0001-00,09.298-1,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º distrito,Cachoeiras de Macacu,28685000,"",1889-01-05,casamentos;nascimentos;notas;óbitos,2º e 3º distrito de cachoeiras de macacu,cachoeiras de macacu
RJ,30.413.934/0001-16,09.040-7,2º tabelionato de notas e  ofício de  registros públicos,Cambuci,28430000,"",1985-10-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,"",cambuci
RJ,28.538.734/0001-48,09.092-8,"cartório contador, partidor e distribuidor",Cambuci,28430000,"",1921-10-11,contador;distribuidor;partidor,município de cambuci,cambuci
RJ,30.414.007/0001-10,09.113-2,ofício de registro civil das pessoas naturais e tabelionato de notas - 5º distrito,Cambuci,28440000,"",1841-02-21,casamentos;nascimentos;notas;óbitos,distrito de funil,cambuci
RJ,30.400.329/0001-00,09.138-9,ofício de registro civil das pessoas naturais - 2º distrito,Cambuci,28435000,"",1889-01-04,casamentos;interdições e tutelas;nascimentos;óbitos,2º distrito de cambuci,cambuci
RJ,30.405.880/0001-47,09.136-3,ofício de registro civil das pessoas naturais - 1º distrito,Cambuci,28430000,"",1891-10-29,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de cambuci e 6º distrito de três irmãos,cambuci
RJ,30.656.755/0001-00,09.291-6,ofício de registro cívil das pessoas naturais e tabelionato de notas do 5º distrito,Comendador Levy Gasparian,25870000,"",1955-02-21,casamentos;nascimentos;notas;óbitos,5º distrito do município de comendador levy gasparian,três rios
RJ,31.503.741/0001-19,08.951-6,ofício de registro civil das pessoas naturais - 1º subdistrito,Campos dos Goytacazes,28035310,"",1888-10-27,casamentos;interdições e tutelas;nascimentos;óbitos,1º subdistrito do 1º distrito de campos dos goytacazes,campos dos goytacazes
RJ,30.400.535/0001-10,08.908-6,ofício de registro civil das pessoas naturais - 3º subdistrito,Campos dos Goytacazes,28080440,"",1889-01-01,casamentos;nascimentos;óbitos,3º subdistrito guarus,campos dos goytacazes
RJ,30.405.724/0001-86,09.121-5,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º  distrito,Campos dos Goytacazes,28110000,"",1889-01-04,casamentos;nascimentos;notas;óbitos,alto de areia;bairros parque imperial;baixa grande;boa vista e farol de são tomé;campo limpo;carmo;donana;goitacazes;largo do garcia;mineiros;mussurepe;parque bela vista;parque tropical;paus amarelos;ponto do coqueiros;sabão;são bento;saturnino braga;varanda do visconde,campos dos goytacazes
RJ,29.900.834/0001-35,09.024-1,"1º tabelionato de notas, protesto  e anexos",Campos dos Goytacazes,28035580,"",1805-01-04,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,"",campos dos goytacazes
RJ,29.900.842/0001-81,08.947-4,2º tabelionato de notas e  ofício de registro de imóveis,Campos dos Goytacazes,28035581,"",1805-01-04,notas;registro de imóveis,2º subdistrito do 1º distrito municipal,campos dos goytacazes
RJ,29.900.859/0001-39,09.063-9,3º tabelionato de notas e ofício de  registro de imóveis,Campos dos Goytacazes,28035581,"",1805-01-04,notas;registro de imóveis,19º e 20º distrito notas e registros,campos dos goytacazes
RJ,29.900.768/0001-01,09.071-2,4º tabelionato de notass e ofício de registro de imóveis,Campos dos Goytacazes,28010170,"",1856-01-04,notas;registro de imóveis,município de campos dos goytacazes registro de imóveis 2º distrito notas,campos dos goytacazes
RJ,29.900.818/0001-42,08.949-0,5º tabelionato de notas e protesto e ofício de registro de imóveis,Campos dos Goytacazes,28010250,"",1805-01-04,notas;protesto de títulos;registro de imóveis,"",campos dos goytacazes
RJ,29.900.867/0001-85,09.079-5,6º tabelionato de notas,Campos dos Goytacazes,28010240,"",1931-05-26,notas,"",campos dos goytacazes
RJ,29.900.075/0001-21,09.080-3,"7º tabelionato de notas, protesto  e anexos",Campos dos Goytacazes,28035580,"",1938-12-08,notas;protesto de títulos;registro de imóveis,"",campos dos goytacazes
RJ,"",08.950-8,8º tabelionato de notas e  ofício de registros públicos,Campos dos Goytacazes,28035581,"",1938-12-08,cível;notas;registro de títulos e documentos,"",campos dos goytacazes
RJ,"",09.082-9,9º tabelionato de notas e anexos,Campos dos Goytacazes,28010000,"",1942-08-01,notas;registro de imóveis,campos dos goitacazes,campos dos goytacazes
RJ,"",09.006-8,10º tabelionato de notas e anexos,Campos dos Goytacazes,28035231,"",1983-08-22,cível;notas,"",campos dos goytacazes
RJ,29.900.891/0001-14,08.945-8,"11º tabelionato de notas, protesto  e anexos",Campos dos Goytacazes,28035211,"",1946-01-25,notas;protesto de títulos;registro de imóveis,"",campos dos goytacazes
RJ,29.900.909/0001-88,09.009-2,12º tabelionato de notas e ofício de registro de imóveis,Campos dos Goytacazes,28035581,"",1948-03-05,notas;registro de imóveis,5ª circuscrição territorial,campos dos goytacazes
RJ,"",09.110-9,cartório de distribuição,Campos dos Goytacazes,28035580,www.tj.rj.gov.br,,distribuidor,município de campos dos goytacazes,campos dos goytacazes
RJ,30.405.773/0001-19,09.117-3,ofício de registro civil das pessoas naturais e tabelionato de notas - 11º distrito,Campos dos Goytacazes,28115000,"",1873-08-08,casamentos;nascimentos;notas;óbitos,dores de macabu 11º distrito de campos dos goytacazes.,campos dos goytacazes
RJ,30.405.781/0001-65,09.273-4,ofício de registro civil das pessoas naturais e tabelionato de notas - 10º distrito,Campos dos Goytacazes,28120970,"",1940-03-26,casamentos;nascimentos;notas;óbitos,10º distrito de campos dos goytacazes,campos dos goytacazes
RJ,10.837.222/0001-17,09.118-1,ofício de registro civil das pessoas naturais e tabelionato de notas - 12º distrito,Campos dos Goytacazes,28178000,"",1888-10-27,casamentos;nascimentos;notas;óbitos,morro do coco 12º distrito de campos dos goytacazes,campos dos goytacazes
RJ,30.406.417/0001-10,09.293-2,ofício de registro civil das pessoas naturais - 9º distrito,Campos dos Goytacazes,28050000,"",1959-05-28,casamentos;nascimentos;óbitos,9º distrito de campos dos goytacazes,campos dos goytacazes
RJ,30.405.740/0001-79,09.245-2,ofício de registro civil e tabelionato de notas -18º distrito,Campos dos Goytacazes,28035580,"",1961-07-03,casamentos;nascimentos;notas;óbitos,campos dos goitacazes,campos dos goytacazes
RJ,29.900.776/0001-40,09.274-2,ofício de registro civil das pessoas naturais e tabelionato de notas - 15º distrito,Campos dos Goytacazes,28118000,"",1902-01-31,casamentos;nascimentos;notas;óbitos,15º distrito de campos dos goytacazes,campos dos goytacazes
RJ,30.400.881/0001-07,08.946-6,ofício de registro civil das pessoas naturais e tabelionato de notas - 17º distrito,Campos dos Goytacazes,28148000,"",1959-05-28,casamentos;nascimentos;notas;óbitos,17º distrito;tocos,campos dos goytacazes
RJ,07.213.854/0001-03,09.271-8,ofício de registro civil das pessoas naturais e tabelionato de notas - 7º distrito,Campos dos Goytacazes,28175000,"",1890-11-23,casamentos;nascimentos;notas;óbitos,7º distrito de campos dos goytacazes,campos dos goytacazes
RJ,30.405.690/0001-20,09.120-7,ofício de registro civil das pessoas naturais e tabelionato de notas - 20º distrito,Campos dos Goytacazes,28030035,"",1965-01-07,casamentos;nascimentos;notas;óbitos,distrito de vila nova,campos dos goytacazes
RJ,29.900.917/0001-24,08.952-4,13º tabelionato de notas e ofício de registro de imóveis,Campos dos Goytacazes,28035581,"",1953-05-25,notas;registro de imóveis,3º e 5º distrito de campos dos goitacazes,campos dos goytacazes
RJ,29.901.378/0001-48,09.157-9,ofício de registro civil das pessoas naturais e tabelionato de notas - 4º distrito,Campos dos Goytacazes,28143000,"",1889-01-03,casamentos;nascimentos;notas;óbitos,4º distrito de campos dos goytacazes,campos dos goytacazes
RJ,31.500.812/0001-20,09.331-0,ofício de registro civil das pessoas naturais - 2º subdistrito do 1º distrito,Campos dos Goytacazes,28015055,"",1891-08-11,casamentos;nascimentos;óbitos,cobrindo também a localidade de cambaíba e parte da localidade de campo novo;todo o 2º subdistrito do 1º distrito de campos centro ao pq. imperial,campos dos goytacazes
RJ,28.538.734/0001-48,09.163-7,ofício de registro civil das pessoas naturais - 1º distrito,Cantagalo,28500000,"",1893-09-02,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de cantagalo,cantagalo
RJ,07.257.450/0001-03,09.014-2,ofício único,Cantagalo,28500000,"",1891-09-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cantagalo,cantagalo
RJ,30.351.514/0001-52,09.044-9,2º tabelionato de notas e registros públicos,Cantagalo,28500000,"",1823-11-21,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cantagalo,cantagalo
RJ,"",09.093-6,"cartório do distribuidor, contador e partidor",Cantagalo,28500000,"",1984-12-10,contador;distribuidor;partidor,municipio de cantagalo,cantagalo
RJ,30.351.647/0001-29,09.241-1,ofício do registro civil e tabelionato de notas- 5º distrito,Cantagalo,28525990,"",1926-09-02,casamentos;nascimentos;notas;óbitos,5º distrito de boa sorte,cantagalo
RJ,30.351.621/0001-80,09.239-5,tabelionato de notas e ofício do registro civil - 3º distrito,Cantagalo,28520000,"",,casamentos;nascimentos;notas;óbitos,município de cantagalo e distrito de euclidelândia,cantagalo
RJ,30.351.613/0001-34,09.240-3,ofício de registro civil e tabelionato de notas - 4º distrito,Cantagalo,28530000,"",1890-06-04,casamentos;nascimentos;notas;óbitos,4º distrito do municipio de cantagalo;são sebastião do paraíba,cantagalo
RJ,30.405.815/0001-11,09.221-3,ofício único,Cardoso Moreira,28180000,"",1889-01-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cardoso moreira,italva
RJ,07.212.235/0001-96,09.244-5,ofício de registro civil das pessoas naturais e interdições e tutelas - 1º distrito,Carmo,28640000,"",1994-06-30,casamentos;interdições e tutelas;nascimentos;óbitos,1º;2º e 3º distritos de carmo,carmo
RJ,30.315.630/0001-95,09.101-7,tabelionato de notas e ofício de  registros públicos,Carmo,28640000,"",1981-02-11,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de carmo,carmo
RJ,"",09.187-6,"cartório  distribuidor, contador e partidor",Carmo,28640000,"",1993-07-07,contador;distribuidor;partidor,município de carmo,carmo
RJ,30.404.883/0001-66,08.880-7,ofício único,Casimiro de Abreu,28860000,"",2011-06-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de casimiro de abreu,casimiro de abreu
RJ,30.404.883/0001-66,08.880-7,1º tabelionato de notas e anexos,Casimiro de Abreu,28860000,"",1993-04-22,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,1º e 2º distritos,casimiro de abreu
RJ,30.404.925/0001-69,09.045-6,"2º tabelionato de notas, protesto e anexos",Casimiro de Abreu,28860000,"",1925-01-01,notas;protesto de títulos;registro de imóveis,casimiro de abreu,casimiro de abreu
RJ,"",09.004-3,"cartório do distribuidor, contador e partidor",Casimiro de Abreu,28860000,"",1994-06-30,contador;distribuidor;partidor,"",casimiro de abreu
RJ,10.690.738/0001-81,14.811-4,ofício de registro civil das pessoas naturais e anexos,Comendador Levy Gasparian,25870000,"",1889-09-28,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de comendador levy gasparian,três rios
RJ,28.538.734/0001-48,09.134-8,ofício do registro civil das pessoas naturais e interdições e tutelas do 1º distrito,Conceição de Macabu,28740000,"",1889-01-13,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de conceição de macabu,conceição de macabu
RJ,30.404.958/0001-09,09.222-1,ofício único,Conceição de Macabu,28740000,"",1953-08-21,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de conceição de macabu,conceição de macabu
RJ,"",08.993-8,"cartório distribuidor, contador e partidor",Conceição de Macabu,28740000,"",1953-08-21,contador;distribuidor;partidor,"",conceição de macabu
RJ,28.538.734/0001-48,09.139-7,ofício do registro civil das pessoas naturais e tabelionato de notas do 2º distrito,Conceição de Macabu,28740000,"",1953-08-21,casamentos;nascimentos;notas;óbitos;registro civil de pessoas jurídicas,2º distrito de conceição de macabu,conceição de macabu
RJ,30.351.530/0001-45,09.104-1,ofício de registro civil das pessoas naturais,Cordeiro,28540000,"",1944-04-22,casamentos;interdições e tutelas;nascimentos;óbitos,município de cordeiro,cordeiro
RJ,28.538.734/0001-48,09.104-1,"tabelionato de notas, protesto e anexos",Cordeiro,28540000,"",1944-05-22,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cordeiro e macuco,cordeiro
RJ,28.538.734/0001-48,09.189-2,"cartório distribuidor, contador e partidor",Cordeiro,28540000,"",1953-08-21,avaliador;contador;partidor,município de cordeiro,cordeiro
RJ,28.538.734/0001-48,09.104-1,secretaria da vara vara única,Cordeiro,28540000,"",1994-03-27,acidentes de tabalho;acidentes de trânsito;cível;criminal;família;interdições e tutelas;júri,municípios de cordeiro e macuco,cordeiro
RJ,03.028.893/0001-71,14.621-7,ofício de registro civil das pessoas naturais - 1º distrito,Duas Barras,28650000,"",1825-01-14,casamentos;interdições e tutelas;nascimentos;óbitos,município de duas barras,duas barras
RJ,30.591.093/0001-37,09.037-3,2º tabelionato de notas e anexos,Duas Barras,28650000,"",1991-05-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de duas barras,duas barras
RJ,"",08.987-0,"cartório do distribuidor, contador e partidor",Duas Barras,28650000,"",1891-05-08,contador;distribuidor;partidor,município de duas barras,duas barras
RJ,30.644.637/0001-81,09.247-8,ofício de registro civil das pessoas naturais - 1ª circunscrição do 1º distrito,Duque de Caxias,25010001,"",1931-03-27,casamentos;interdições e tutelas;nascimentos;óbitos,município de duque de caxias,duque de caxias
RJ,30.645.717/0001-51,08.871-6,1º tabelionato de notas e  anexos,Duque de Caxias,25070000,"",1938-03-29,notas;registro de imóveis,"",duque de caxias
RJ,30.381.362/0001-30,09.205-6,"2º tabelionato de notas, protesto e anexos",Duque de Caxias,25070350,"",1944-01-03,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de duque de caxias.,duque de caxias
RJ,30.623.052/0001-85,09.064-7,3º tabelionato de notas e anexos,Duque de Caxias,25070350,"",1938-05-07,notas;registro de imóveis,"",duque de caxias
RJ,30.381.370/0001-87,08.920-1,4º tabelionato  de notas,Duque de Caxias,25070350,"",1898-07-15,notas,"",duque de caxias
RJ,30.651.962/0001-71,08.926-8,5º tabelionato de notas e anexos,Duque de Caxias,25070330,"",1942-07-23,notas;registro de imóveis,"",duque de caxias
RJ,30.631.139/0001-02,08.931-8,6º tabelionato de notas e anexos,Duque de Caxias,25070330,"",1954-02-15,notas;registro de imóveis,"",duque de caxias
RJ,30.623.227/0001-54,08.935-9,7º tabelionato de notas e anexos,Duque de Caxias,25070005,"",1964-02-14,notas;registro de imóveis,"",duque de caxias
RJ,28.538.734/0001-48,09.094-4,"cartório do distribuidor, contador e partidor",Duque de Caxias,25075095,"",1983-08-29,contador;distribuidor;partidor,município de duque de caxias,duque de caxias
RJ,30.719.041/0001-01,09.283-3,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º distrito,Duque de Caxias,25215250,"",1954-02-09,casamentos;nascimentos;notas;óbitos,2º distrito de duque de caxias 4ª circunscrição,duque de caxias
RJ,30.652.028/0001-74,09.306-2,ofício de registro civil das pessoas naturais e tabelionato de notas - 3º distrito,Duque de Caxias,25255030,"",1954-02-09,casamentos;nascimentos;notas;óbitos,3º distrito de duque de caxias,duque de caxias
RJ,30.718.753/0001-06,09.320-3,ofício de registro civil das pessoas naturais e tabelionato de notas - 4º distrito,Duque de Caxias,25245390,"",1953-02-07,casamentos;nascimentos;notas;óbitos,4º distrito de duque de caxias,duque de caxias
RJ,28.538.734/0001-48,09.218-9,ofício do registro civil das pessoas naturais- 1º distrito,Engenheiro Paulo de Frontin,26650000,"",1891-01-01,casamentos;interdições e tutelas;nascimentos;óbitos,engenheiro paulo de frontin;morro azul do tinguá e sacra família do tinguá,engenheiro paulo de frontin
RJ,10.872.036/0001-19,09.218-9,ofício único,Engenheiro Paulo de Frontin,26650000,"",1972-01-05,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de engenheiro paulo de frontin,engenheiro paulo de frontin
RJ,"",09.170-2,"cartório do distribuidor, contador e partidor",Engenheiro Paulo de Frontin,26650000,"",1972-01-05,contador;distribuidor;partidor,município de engenheiro paulo de frontin,engenheiro paulo de frontin
RJ,30.598.536/0001-11,08.976-3,ofício único,Guapimirim,25940000,"",1988-11-03,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de guapimirim,guapimirim
RJ,"",09.200-7,"cartório do distribuidor, contador e partidor",Guapimirim,25940000,"",2001-07-27,contador;distribuidor;partidor,município de guapimirim,guapimirim
RJ,05.592.397/0001-71,09.329-4,ofício de registro civil das pessoas naturais e interdições e tutelas - 1º distrito,Itaboraí,24800000,"",1888-10-30,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de itaboraí,itaboraí
RJ,30.593.354/0001-58,08.897-1,2º tabelionato de notas e anexos,Itaboraí,24800000,"",1919-10-01,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de itaboraí,itaboraí
RJ,30.593.347/0001-56,09.206-4,"1º tabelionato de notas, protesto e anexos",Itaboraí,24800000,"",1975-01-27,notas;protesto de títulos;registro de imóveis,1º distrito notas;2º;3º 4º 6º distrito rgi todos os distritos protesto,itaboraí
RJ,"",09.183-5,"cartório do distribuidor, partidor e contador",Itaboraí,24800000,"",,contador;partidor,"",itaboraí
RJ,30.593.461/0001-86,09.115-7,ofício de registro civil das pessoas naturais e tabelionato de notas - 3º distrito,Itaboraí,24800000,"",1833-12-14,casamentos;nascimentos;notas;óbitos,3º distrito de itaboraí,itaboraí
RJ,30.593.735/0001-37,14.486-5,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º distrito,Itaboraí,24870000,"",1981-03-22,casamentos;nascimentos;notas;óbitos,distrito de porto das caixas 2º distrito,itaboraí
RJ,30.593.743/0001-83,09.073-8,ofício de registro civil das pessoas naturais e tabelionato de notas - 4º distrito,Itaboraí,24880000,"",1888-11-06,casamentos;nascimentos;notas;óbitos,4º distrito;sambaetiba,itaboraí
RJ,30.628.713/0001-65,09.256-9,ofício de registro civil das pessoas naturais e tabelionato de notas - 1º distrito,Itaguaí,23810505,"",1888-11-28,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de itaguaí,itaguaí
RJ,30.628.598/0001-29,09.027-4,"1º tabelionato de notas, protesto e registro de imóveis",Itaguaí,23815310,"",1931-07-13,notas;protesto de títulos;registro de imóveis,e 3º distrito de itaguaí;seropédica,itaguaí
RJ,30.628.689/0001-64,08.961-5,2º tabelionato de notas e anexos,Itaguaí,23810201,"",1989-01-08,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de itaguaí,itaguaí
RJ,30.628.655/0001-70,09.369-0,3º tabelionato de notas e registro de imóveis,Itaguaí,23815310,"",1953-05-20,notas;registro de imóveis,4º distrito do município de itaguaí,itaguaí
RJ,28.538.734/0001-48,09.194-2,"cartório do distribuidor, contador e partidor",Itaguaí,23815310,www.tj.rj.gov.br,1929-09-29,contador;distribuidor;partidor,município de itaguaí,itaguaí
RJ,30.400.873/0001-52,09.105-8,ofício único,Italva,28250000,"",1979-11-09,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,município de italva,italva
RJ,28.538.734/0001-48,09.172-6,"cartório distribuidor, contador, partidor judicial",Italva,28250000,"",2000-06-09,contador;distribuidor;partidor,município de italva,italva
RJ,10.803.555/0001-25,09.140-5,ofício de registro civil das pessoas naturais,Itaocara,28570000,"",1989-12-05,casamentos;interdições e tutelas;nascimentos;óbitos,município de itaocara,itaocara
RJ,30.404.156/0001-07,08.958-1,1º tabelionato de notas e de protestos e ofício de registros públicos,Itaocara,28570000,www.oficiolistaocara@oficiolistaocara.com.br,1891-09-25,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de itaocara,itaocara
RJ,30.404.164/0001-45,09.038-1,2º tabelionato de notas e registro de imóveis,Itaocara,28570000,"",1921-11-16,notas;registro de imóveis,1º;3º e 5º distrito de itaocara,itaocara
RJ,31.272.503/0001-40,09.119-9,ofício de registro civil das pessoas naturais - 1º distrito,Itaperuna,28300000,"",1989-08-05,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito de itaperuna,itaperuna
RJ,30.403.604/0001-40,09.021-7,1º tabelionato de notas e registro de imóveis,Itaperuna,28300000,"",1990-01-17,notas;registro de imóveis,2ª circunscrição territorial,itaperuna
RJ,30.403.612/0001-96,09.051-4,2º tabelionato de notas e registro de imóveis,Itaperuna,28300000,"",1890-01-29,notas;registro de imóveis,1º diatrito margem esquerda do rio muriaé 2º distrito nossa senhora da penha e acre 3º distrito itajara 6º distrito boa ventura,itaperuna
RJ,30.403.620/0001-32,09.060-5,"3º tabelionato de notas, protesto e registros públicos",Itaperuna,28300000,"",1924-02-15,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de itaperuna,itaperuna
RJ,30.403.687/0001-77,09.287-4,ofício de registro civil das pessoas naturais e tabelionato de notas - 4º distrito,Itaperuna,28348000,"",1992-08-23,casamentos;nascimentos;notas;óbitos,4º e 5º distritos de itaperuna,itaperuna
RJ,30.654.875/0001-78,09.228-8,ofício de registro civil das pessoas naturais e anexos,Itatiaia,27580000,"",1889-11-15,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos;registros públicos,município de itatiaia,itatiaia
RJ,"",09.201-5,"cartório do distribuidor, contador e partidor",Itatiaia,27580000,"",2000-06-13,contador;distribuidor;distribuidor extrajudicial;partidor,município de itatiaia,itatiaia
RJ,07.312.204/0001-07,08.851-8,ofício de registro civil das pessoas naturais  e anexos,Japeri,26445140,"",2011-07-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de japeri,nova iguaçu
RJ,28.538.734/0001-48,09.076-1,ofício de registro civil das pessoas naturais,Japeri,26435350,"",1953-04-30,casamentos;nascimentos;óbitos,6º distrito de nova iguaçu,nova iguaçu
RJ,30.403.646/0001-80,09.152-0,ofício único,Laje do Muriaé,28350000,"",1974-06-03,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de laje do muriaé,laje do muriaé
RJ,"",08.998-7,cartório contador partidor e distribuidor,Laje do Muriaé,28350000,"",2001-06-25,contador;distribuidor;partidor,município de laje do muriaé,laje do muriaé
RJ,30.407.175/0001-89,09.280-9,ofício de registro civil das pessoas naturais e tabelionato de notas - 1º distrito,Macaé,27910370,"",1889-01-02,casamentos;interdições e tutelas;nascimentos;notas;óbitos,1º distrito de macaé e 6º distrito de vila de cachoeiros. extinto,macaé
RJ,30.404.917/0001-12,08.881-5,"1º tabelionato de notas, protesto e registros públicos",Macaé,27913110,"",1981-02-05,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de macaé e quissamã,macaé
RJ,29.635.059/0001-38,09.151-2,2º tabelionato de notas e registro de imóveis,Macaé,27910360,"",1989-01-02,notas;registro de imóveis,município de macaé,macaé
RJ,30.404.909/0001-76,08.909-4,3º tabelionato de notas e registro de imóveis,Macaé,27910360,"",1924-12-10,notas;registro de imóveis,2º 4º;5º e 7º distritos,macaé
RJ,28.538.734/0001-48,08.989-6,"cartório  distribuidor, contador e partidor",Macaé,27910200,"",1990-05-18,contador;distribuidor;partidor,"",macaé
RJ,30.404.875/0001-10,09.261-9,ofício de registro civil das pessoas naturais e tabelionato de notas - 2º distrito,Macaé,27973010,"",1889-11-15,casamentos;nascimentos;notas;óbitos,2º distrito de macaé,macaé
RJ,30.404.974/0001-00,09.207-2,ofício de registro civil das pessoas naturais e tabelionato de notas - 5º distrito,Macaé,27980000,www.cartoriocorregodoouro.com.br,1889-11-15,casamentos;nascimentos;notas;óbitos,distritos de córrego do ouro;frade e sana;glicério;trapiche,macaé
RJ,11.417.449/0001-76,14.810-6,ofício único,Macuco,28545000,"",2010-01-11,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de macuco,cordeiro
RJ,30.598.585/0001-54,09.257-7,ofício de registro civil das pessoas naturais - 1º distrito,Magé,25900000,"",1888-11-06,casamentos;interdições e tutelas;nascimentos;óbitos,1º distrito do município de magé,magé
RJ,30.585.921/0001-24,09.018-3,"1º tabelionato de notas, protesto e ofício do registro de imóveis",Magé,25900000,"",1840-01-28,notas;protesto de títulos;registro de imóveis,1º;2º;3º;4º e 5º distrito de magé;município de magé,magé
RJ,30.585.947/0001-72,09.052-2,2º tabelionato de notas e ofício de registro de imóveis,Magé,25900000,"",1966-07-19,notas;registro de imóveis,registro de imóveis 1º e 6º distritos do município de magé,magé
RJ,30.585.939/0001-26,08.965-6,3º tabelionato de notas e ofício de registros públicos,Magé,25900000,"",1953-11-18,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,1º distrito;município de magé,magé
RJ,30.599.294/0001-80,09.352-6,ofício de registro civil das pessoas naturais e tabelionato de notas - 5º distrito,Magé,25930000,"",1889-01-01,casamentos;nascimentos;notas;óbitos,5º distrito de magé,magé
RJ,30.598.569/0001-61,08.983-9,ofício de registro civil das pessoas naturais e tabelionato de notas - 6º distrito,Magé,25935000,"",1889-11-12,casamentos;nascimentos;notas;óbitos,distritos de piabetá;pau grande;raiz da serra;rio do ouro e cachoeira grande,magé
